productid,weight,fat_content,category,outlet_type
104217,17.7,low fat,Frozen Foods,Supermarket Type1
104218,14.15,Low Fat,Fruits and Vegetables,Supermarket Type1
104219,8.27,Low Fat,Health and Hygiene,Supermarket Type1
104220,20.5,Low Fat,Frozen Foods,Supermarket Type1
104221,20.6,Low Fat,Baking Goods,Supermarket Type1
104222,8.63,Regular,Canned,Supermarket Type1
104223,5.885,Regular,Canned,Supermarket Type1
104224,14.6,Low Fat,Household,Grocery Store
104225,19,Low Fat,Snack Foods,Supermarket Type1
104226,17.6,Low Fat,Soft Drinks,Grocery Store
104227,8.18,Low Fat,Household,Supermarket Type1
104228,6.635,Regular,Baking Goods,Supermarket Type1
104229,18.25,Low Fat,Snack Foods,Grocery Store
104230,19.2,Low Fat,Snack Foods,Supermarket Type2
104231,18.6,Low Fat,Snack Foods,Grocery Store
104232,12.5,reg,Canned,Supermarket Type1
104233,12.6,Low Fat,Fruits and Vegetables,Supermarket Type1
104234,11,Low Fat,Health and Hygiene,Supermarket Type1
104235,10.5,Low Fat,Frozen Foods,Supermarket Type2
104236,18.25,Low Fat,Fruits and Vegetables,Supermarket Type1
104237,8.6,Regular,Breads,Supermarket Type1
104238,13.8,Low Fat,Dairy,Supermarket Type1
104239,9.195,Low Fat,Household,Supermarket Type2
104240,12.15,Low Fat,Starchy Foods,Supermarket Type1
104241,9.6,Regular,Snack Foods,Supermarket Type1
104242,6.28,Low Fat,Soft Drinks,Supermarket Type1
104243,8.3,Regular,Dairy,Supermarket Type1
104244,15,Low Fat,Starchy Foods,Supermarket Type1
104245,,Low Fat,Canned,Grocery Store
104246,7.27,Low Fat,Soft Drinks,Supermarket Type1
104247,12,low fat,Baking Goods,Supermarket Type1
104248,10.1,Low Fat,Canned,Supermarket Type1
104249,,Low Fat,Fruits and Vegetables,Supermarket Type3
104250,6.365,Low Fat,Frozen Foods,Grocery Store
104251,,Low Fat,Dairy,Supermarket Type3
104252,9.395,Regular,Frozen Foods,Supermarket Type2
104253,19.35,Regular,Fruits and Vegetables,Grocery Store
104254,10,Low Fat,Snack Foods,Supermarket Type1
104255,,Low Fat,Household,Grocery Store
104256,20.85,Low Fat,Meat,Supermarket Type1
104257,20.5,Low Fat,Frozen Foods,Supermarket Type1
104258,18,Low Fat,Baking Goods,Supermarket Type1
104259,8.01,Low Fat,Hard Drinks,Supermarket Type1
104260,16.7,Low Fat,Canned,Supermarket Type1
104261,9.895,Low Fat,Soft Drinks,Supermarket Type1
104262,,Low Fat,Fruits and Vegetables,Grocery Store
104263,13.15,Low Fat,Fruits and Vegetables,Supermarket Type1
104264,5.92,Regular,Soft Drinks,Supermarket Type1
104265,14.85,Low Fat,Household,Supermarket Type1
104266,18.85,Low Fat,Meat,Supermarket Type1
104267,8.3,Regular,Baking Goods,Supermarket Type1
104268,9.1,Low Fat,Baking Goods,Supermarket Type1
104269,5.675,Regular,Snack Foods,Supermarket Type2
104270,,Regular,Snack Foods,Supermarket Type3
104271,5.425,Regular,Baking Goods,Supermarket Type1
104272,21.1,Low Fat,Household,Supermarket Type1
104273,7.475,Low Fat,Household,Supermarket Type1
104274,10.1,Low Fat,Soft Drinks,Supermarket Type1
104275,9.6,Low Fat,Fruits and Vegetables,Supermarket Type2
104276,,Low Fat,Hard Drinks,Grocery Store
104277,,Low Fat,Snack Foods,Supermarket Type3
104278,8.63,Regular,Canned,Supermarket Type1
104279,20.6,Regular,Dairy,Supermarket Type1
104280,9.285,Regular,Frozen Foods,Supermarket Type1
104281,13.8,Low Fat,Canned,Supermarket Type1
104282,5.51,LF,Health and Hygiene,Supermarket Type1
104283,10.395,Low Fat,Baking Goods,Supermarket Type1
104284,12.15,Low Fat,Frozen Foods,Supermarket Type1
104285,,Low Fat,Soft Drinks,Supermarket Type3
104286,13.15,Low Fat,Fruits and Vegetables,Supermarket Type2
104287,8.39,Regular,Frozen Foods,Supermarket Type1
104288,,Low Fat,Soft Drinks,Grocery Store
104289,10.395,LF,Baking Goods,Supermarket Type1
104290,18.25,LF,Snack Foods,Supermarket Type1
104291,17.5,Low Fat,Snack Foods,Grocery Store
104292,14.35,Low Fat,Baking Goods,Supermarket Type1
104293,15.15,Regular,Snack Foods,Grocery Store
104294,8.785,Low Fat,Soft Drinks,Supermarket Type2
104295,13.85,Regular,Breakfast,Supermarket Type1
104296,12.6,Regular,Frozen Foods,Supermarket Type1
104297,10.195,Low Fat,Snack Foods,Supermarket Type1
104298,,Regular,Snack Foods,Supermarket Type3
104299,20.1,Regular,Fruits and Vegetables,Grocery Store
104300,,Regular,Canned,Supermarket Type3
104301,5.86,Regular,Meat,Supermarket Type1
104302,6.385,Regular,Snack Foods,Supermarket Type1
104303,9.395,Regular,Fruits and Vegetables,Supermarket Type2
104304,19.7,LF,Canned,Supermarket Type1
104305,18.35,Low Fat,Fruits and Vegetables,Supermarket Type2
104306,16.6,LF,Frozen Foods,Supermarket Type1
104307,14.65,Low Fat,Household,Supermarket Type1
104308,15.5,Regular,Frozen Foods,Supermarket Type1
104309,11.15,Low Fat,Baking Goods,Supermarket Type1
104310,17.7,Regular,Starchy Foods,Supermarket Type1
104311,13.5,Low Fat,Soft Drinks,Supermarket Type1
104312,9.8,Low Fat,Others,Supermarket Type1
104313,7.59,Regular,Fruits and Vegetables,Supermarket Type1
104314,17.25,Regular,Fruits and Vegetables,Supermarket Type1
104315,10,Regular,Snack Foods,Grocery Store
104316,12.3,Regular,Starchy Foods,Supermarket Type1
104317,6.215,Low Fat,Fruits and Vegetables,Grocery Store
104318,17.7,Low Fat,Snack Foods,Supermarket Type1
104319,17.2,Regular,Fruits and Vegetables,Supermarket Type1
104320,13,Low Fat,Household,Supermarket Type1
104321,,Regular,Fruits and Vegetables,Grocery Store
104322,,Low Fat,Hard Drinks,Grocery Store
104323,7.855,low fat,Canned,Supermarket Type1
104324,7.685,Low Fat,Health and Hygiene,Supermarket Type2
104325,,Low Fat,Meat,Supermarket Type3
104326,16.5,Low Fat,Household,Supermarket Type1
104327,10.695,Low Fat,Fruits and Vegetables,Supermarket Type1
104328,,Low Fat,Fruits and Vegetables,Grocery Store
104329,16.85,Low Fat,Snack Foods,Supermarket Type1
104330,7.785,reg,Fruits and Vegetables,Supermarket Type1
104331,16.1,Low Fat,Soft Drinks,Supermarket Type1
104332,8.88,Low Fat,Household,Supermarket Type1
104333,20,Low Fat,Others,Supermarket Type1
104334,8.27,reg,Soft Drinks,Supermarket Type1
104335,10.695,LF,Household,Supermarket Type1
104336,14.65,Low Fat,Fruits and Vegetables,Supermarket Type2
104337,10.85,Low Fat,Household,Supermarket Type2
104338,20.5,Low Fat,Starchy Foods,Supermarket Type1
104339,5.635,Low Fat,Baking Goods,Supermarket Type1
104340,,reg,Frozen Foods,Grocery Store
104341,10.3,Low Fat,Health and Hygiene,Supermarket Type1
104342,17.7,Low Fat,Snack Foods,Supermarket Type1
104343,13,Low Fat,Household,Supermarket Type1
104344,9.065,Low Fat,Frozen Foods,Supermarket Type1
104345,14.3,Low Fat,Frozen Foods,Supermarket Type1
104346,7.05,Regular,Breads,Supermarket Type2
104347,15,Low Fat,Soft Drinks,Supermarket Type1
104348,15.1,Low Fat,Baking Goods,Supermarket Type1
104349,8.71,Regular,Dairy,Supermarket Type1
104350,,LF,Frozen Foods,Grocery Store
104351,12.65,Regular,Fruits and Vegetables,Supermarket Type1
104352,9.5,reg,Frozen Foods,Supermarket Type1
104353,13.35,Low Fat,Snack Foods,Supermarket Type2
104354,20.25,Regular,Baking Goods,Supermarket Type1
104355,5.785,Regular,Fruits and Vegetables,Supermarket Type1
104356,11.395,Low Fat,Health and Hygiene,Supermarket Type1
104357,6.67,Regular,Snack Foods,Supermarket Type1
104358,11.8,Regular,Canned,Supermarket Type1
104359,,Regular,Canned,Grocery Store
104360,16.2,Low Fat,Soft Drinks,Grocery Store
104361,12.3,Low Fat,Household,Supermarket Type1
104362,10.3,Low Fat,Dairy,Supermarket Type1
104363,6.175,Regular,Meat,Supermarket Type1
104364,7.35,Regular,Fruits and Vegetables,Supermarket Type1
104365,,Regular,Dairy,Grocery Store
104366,17.85,Regular,Meat,Supermarket Type1
104367,12.6,Regular,Fruits and Vegetables,Supermarket Type1
104368,20.25,Regular,Dairy,Supermarket Type2
104369,19.6,Low Fat,Soft Drinks,Supermarket Type2
104370,9.8,Regular,Fruits and Vegetables,Supermarket Type1
104371,,Regular,Baking Goods,Supermarket Type3
104372,5.98,Low Fat,Hard Drinks,Supermarket Type2
104373,6.775,LF,Household,Supermarket Type1
104374,7.97,Low Fat,Soft Drinks,Supermarket Type1
104375,8.43,LF,Soft Drinks,Supermarket Type1
104376,13.35,Low Fat,Meat,Supermarket Type1
104377,5.885,Regular,Canned,Supermarket Type1
104378,,Low Fat,Baking Goods,Supermarket Type3
104379,11.65,Low Fat,Snack Foods,Supermarket Type1
104380,16.5,Regular,Snack Foods,Supermarket Type1
104381,,Regular,Starchy Foods,Supermarket Type3
104382,11.3,Regular,Meat,Supermarket Type1
104383,9.5,Regular,Snack Foods,Supermarket Type1
104384,5.19,Low Fat,Frozen Foods,Supermarket Type1
104385,,Low Fat,Household,Supermarket Type3
104386,7.81,Regular,Canned,Supermarket Type1
104387,6.785,Regular,Meat,Supermarket Type1
104388,9.3,Regular,Snack Foods,Supermarket Type1
104389,18.1,Low Fat,Fruits and Vegetables,Supermarket Type2
104390,8.06,Low Fat,Breakfast,Supermarket Type1
104391,8.71,Low Fat,Canned,Supermarket Type1
104392,6.895,Low Fat,Meat,Supermarket Type1
104393,,Regular,Baking Goods,Supermarket Type3
104394,9.695,Low Fat,Hard Drinks,Supermarket Type1
104395,15.25,Regular,Snack Foods,Supermarket Type1
104396,6.055,Low Fat,Fruits and Vegetables,Supermarket Type1
104397,14.3,Low Fat,Frozen Foods,Supermarket Type1
104398,19.85,Regular,Snack Foods,Supermarket Type1
104399,9.3,Low Fat,Snack Foods,Supermarket Type1
104400,19.6,Low Fat,Soft Drinks,Supermarket Type1
104401,5.26,Regular,Breads,Grocery Store
104402,20.7,Low Fat,Dairy,Supermarket Type1
104403,21.1,Low Fat,Household,Supermarket Type1
104404,,Regular,Frozen Foods,Supermarket Type3
104405,14,Low Fat,Health and Hygiene,Supermarket Type1
104406,,Low Fat,Canned,Supermarket Type3
104407,16.7,Low Fat,Fruits and Vegetables,Supermarket Type1
104408,,Low Fat,Frozen Foods,Supermarket Type3
104409,,Low Fat,Starchy Foods,Grocery Store
104410,7.325,Low Fat,Fruits and Vegetables,Supermarket Type1
104411,6.67,Regular,Snack Foods,Supermarket Type1
104412,18,Low Fat,Starchy Foods,Supermarket Type1
104413,5.94,Regular,Breads,Supermarket Type1
104414,6.865,Regular,Frozen Foods,Supermarket Type1
104415,8.185,Low Fat,Fruits and Vegetables,Supermarket Type1
104416,7.145,Low Fat,Frozen Foods,Supermarket Type1
104417,18.85,Low Fat,Hard Drinks,Supermarket Type1
104418,13.35,Low Fat,Dairy,Grocery Store
104419,9,Low Fat,Household,Supermarket Type1
104420,7.565,Low Fat,Health and Hygiene,Supermarket Type1
104421,,Low Fat,Fruits and Vegetables,Grocery Store
104422,7.72,Regular,Breads,Supermarket Type1
104423,16.35,Low Fat,Household,Supermarket Type1
104424,18.85,Low Fat,Health and Hygiene,Grocery Store
104425,6.935,Regular,Snack Foods,Supermarket Type1
104426,9.8,Low Fat,Fruits and Vegetables,Supermarket Type1
104427,,Low Fat,Health and Hygiene,Supermarket Type3
104428,,Low Fat,Snack Foods,Supermarket Type3
104429,10.195,Low Fat,Canned,Supermarket Type1
104430,15.75,LF,Dairy,Supermarket Type1
104431,,Low Fat,Health and Hygiene,Grocery Store
104432,15.1,Low Fat,Snack Foods,Supermarket Type1
104433,6.17,LF,Meat,Supermarket Type1
104434,6.695,Low Fat,Starchy Foods,Supermarket Type1
104435,8.51,Low Fat,Household,Grocery Store
104436,14.6,Regular,Fruits and Vegetables,Supermarket Type1
104437,18,Low Fat,Canned,Supermarket Type1
104438,7.5,Low Fat,Canned,Grocery Store
104439,20.6,Low Fat,Household,Supermarket Type1
104440,,Low Fat,Hard Drinks,Grocery Store
104441,10.1,Low Fat,Health and Hygiene,Supermarket Type1
104442,8.97,Low Fat,Household,Supermarket Type2
104443,11.8,Low Fat,Fruits and Vegetables,Supermarket Type1
104444,10,Low Fat,Snack Foods,Supermarket Type1
104445,17.5,Low Fat,Snack Foods,Supermarket Type1
104446,,Low Fat,Baking Goods,Grocery Store
104447,13.5,Low Fat,Baking Goods,Supermarket Type1
104448,14.75,Low Fat,Snack Foods,Supermarket Type1
104449,7.685,Low Fat,Health and Hygiene,Supermarket Type1
104450,10.6,Low Fat,Breads,Supermarket Type1
104451,14.35,Regular,Frozen Foods,Grocery Store
104452,7.785,Low Fat,Dairy,Supermarket Type1
104453,8.895,Low Fat,Dairy,Supermarket Type1
104454,13.35,Low Fat,Snack Foods,Supermarket Type1
104455,16.1,Regular,Fruits and Vegetables,Grocery Store
104456,19.85,Low Fat,Dairy,Supermarket Type1
104457,12.1,Regular,Soft Drinks,Supermarket Type1
104458,8.645,Low Fat,Health and Hygiene,Supermarket Type1
104459,14.85,Regular,Dairy,Grocery Store
104460,16.2,Low Fat,Canned,Supermarket Type1
104461,21.25,Low Fat,Health and Hygiene,Supermarket Type1
104462,9.8,Regular,Meat,Supermarket Type1
104463,12.85,Low Fat,Health and Hygiene,Grocery Store
104464,8.63,Low Fat,Snack Foods,Supermarket Type1
104465,20.1,LF,Health and Hygiene,Supermarket Type2
104466,5.98,Low Fat,Fruits and Vegetables,Supermarket Type1
104467,14.15,Low Fat,Fruits and Vegetables,Supermarket Type1
104468,5.925,Regular,Dairy,Supermarket Type1
104469,7.97,Regular,Meat,Supermarket Type1
104470,7.3,Low Fat,Frozen Foods,Supermarket Type1
104471,6.905,Regular,Dairy,Supermarket Type1
104472,20.1,Low Fat,Health and Hygiene,Supermarket Type1
104473,,Regular,Baking Goods,Supermarket Type3
104474,20.75,Low Fat,Health and Hygiene,Supermarket Type2
104475,9.195,Regular,Snack Foods,Supermarket Type1
104476,10.695,Regular,Breakfast,Supermarket Type1
104477,9.195,Regular,Frozen Foods,Supermarket Type2
104478,8.3,reg,Dairy,Supermarket Type1
104479,19.7,Low Fat,Household,Supermarket Type1
104480,19.2,Regular,Starchy Foods,Grocery Store
104481,18.2,Regular,Fruits and Vegetables,Supermarket Type1
104482,20.75,Low Fat,Fruits and Vegetables,Supermarket Type1
104483,20.85,Low Fat,Starchy Foods,Supermarket Type1
104484,,low fat,Health and Hygiene,Grocery Store
104485,7.39,Low Fat,Soft Drinks,Supermarket Type1
104486,5.26,Regular,Baking Goods,Supermarket Type1
104487,16.85,Low Fat,Fruits and Vegetables,Supermarket Type1
104488,19.2,Regular,Starchy Foods,Supermarket Type1
104489,13.35,Low Fat,Baking Goods,Supermarket Type1
104490,11.65,Low Fat,Fruits and Vegetables,Supermarket Type1
104491,8.235,Low Fat,Health and Hygiene,Supermarket Type1
104492,7.5,Low Fat,Health and Hygiene,Supermarket Type1
104493,14.1,Low Fat,Fruits and Vegetables,Supermarket Type1
104494,16.2,Regular,Frozen Foods,Supermarket Type2
104495,15.6,Low Fat,Breakfast,Supermarket Type1
104496,,Regular,Fruits and Vegetables,Grocery Store
104497,17.2,Regular,Fruits and Vegetables,Supermarket Type1
104498,20.35,Regular,Fruits and Vegetables,Supermarket Type1
104499,6.85,LF,Frozen Foods,Supermarket Type1
104500,17.85,Low Fat,Soft Drinks,Supermarket Type1
104501,21.25,Low Fat,Snack Foods,Supermarket Type1
104502,8.695,Low Fat,Household,Supermarket Type1
104503,7.51,Low Fat,Fruits and Vegetables,Supermarket Type1
104504,13.6,Regular,Dairy,Supermarket Type2
104505,6.57,Low Fat,Hard Drinks,Grocery Store
104506,19.85,Low Fat,Fruits and Vegetables,Supermarket Type1
104507,9.3,LF,Household,Supermarket Type1
104508,19.1,Low Fat,Fruits and Vegetables,Supermarket Type1
104509,6.48,Low Fat,Snack Foods,Supermarket Type2
104510,19.35,Low Fat,Snack Foods,Supermarket Type1
104511,15.85,Low Fat,Snack Foods,Grocery Store
104512,6.78,Regular,Fruits and Vegetables,Supermarket Type1
104513,12.1,Low Fat,Baking Goods,Supermarket Type1
104514,6.575,Regular,Breads,Supermarket Type1
104515,15.85,Low Fat,Household,Supermarket Type1
104516,8.615,Low Fat,Fruits and Vegetables,Supermarket Type1
104517,12.6,Low Fat,Snack Foods,Supermarket Type2
104518,15.15,Regular,Snack Foods,Supermarket Type1
104519,,Low Fat,Soft Drinks,Supermarket Type3
104520,6.26,Regular,Meat,Supermarket Type1
104521,6.325,Low Fat,Frozen Foods,Supermarket Type1
104522,16.25,Low Fat,Dairy,Supermarket Type2
104523,,Regular,Snack Foods,Supermarket Type3
104524,6.195,Regular,Baking Goods,Supermarket Type1
104525,12.65,Low Fat,Others,Supermarket Type2
104526,20.25,Regular,Dairy,Supermarket Type1
104527,20.25,Low Fat,Household,Supermarket Type1
104528,13.35,Low Fat,Snack Foods,Supermarket Type1
104529,,Low Fat,Dairy,Supermarket Type3
104530,12.6,LF,Dairy,Supermarket Type1
104531,20.5,Low Fat,Starchy Foods,Supermarket Type1
104532,8.3,Low Fat,Fruits and Vegetables,Supermarket Type1
104533,9,Low Fat,Health and Hygiene,Supermarket Type1
104534,6.03,Low Fat,Dairy,Grocery Store
104535,7.445,Low Fat,Baking Goods,Supermarket Type1
104536,15.1,Low Fat,Frozen Foods,Supermarket Type1
104537,9,Regular,Breakfast,Supermarket Type1
104538,19.35,Regular,Soft Drinks,Supermarket Type1
104539,6.635,Low Fat,Household,Supermarket Type1
104540,17.7,Regular,Starchy Foods,Supermarket Type1
104541,20.75,Regular,Breakfast,Supermarket Type1
104542,9.8,reg,Breads,Supermarket Type2
104543,,Low Fat,Fruits and Vegetables,Grocery Store
104544,8.115,Regular,Canned,Supermarket Type1
104545,14.3,Low Fat,Dairy,Grocery Store
104546,,Regular,Canned,Supermarket Type3
104547,15,Low Fat,Health and Hygiene,Supermarket Type1
104548,5.765,Low Fat,Frozen Foods,Supermarket Type1
104549,,Regular,Fruits and Vegetables,Grocery Store
104550,16.75,Low Fat,Snack Foods,Supermarket Type1
104551,,Low Fat,Health and Hygiene,Grocery Store
104552,,Low Fat,Health and Hygiene,Supermarket Type3
104553,18.35,Low Fat,Household,Supermarket Type1
104554,20.75,Regular,Breakfast,Supermarket Type1
104555,20.7,Low Fat,Baking Goods,Supermarket Type1
104556,,Regular,Canned,Supermarket Type3
104557,15.85,Regular,Meat,Supermarket Type1
104558,7.47,Regular,Frozen Foods,Supermarket Type1
104559,15.6,Regular,Snack Foods,Supermarket Type2
104560,17.2,Regular,Canned,Supermarket Type1
104561,,Regular,Frozen Foods,Grocery Store
104562,15.85,Regular,Meat,Supermarket Type1
104563,,Regular,Frozen Foods,Supermarket Type3
104564,9,Low Fat,Snack Foods,Supermarket Type1
104565,13.35,Regular,Canned,Supermarket Type1
104566,9.695,Regular,Snack Foods,Supermarket Type1
104567,,Regular,Meat,Supermarket Type3
104568,17.6,Low Fat,Household,Supermarket Type1
104569,7.905,Low Fat,Hard Drinks,Supermarket Type1
104570,,Low Fat,Starchy Foods,Supermarket Type3
104571,16.7,Low Fat,Fruits and Vegetables,Grocery Store
104572,7.42,Regular,Snack Foods,Supermarket Type1
104573,11.1,Low Fat,Snack Foods,Supermarket Type1
104574,,Regular,Dairy,Grocery Store
104575,,Low Fat,Frozen Foods,Grocery Store
104576,6.86,Low Fat,Household,Supermarket Type1
104577,17.6,Low Fat,Frozen Foods,Supermarket Type1
104578,15.35,Regular,Meat,Supermarket Type2
104579,10.695,Low Fat,Frozen Foods,Supermarket Type2
104580,20.75,Low Fat,Breakfast,Supermarket Type1
104581,18,Low Fat,Starchy Foods,Supermarket Type1
104582,17.35,Regular,Canned,Supermarket Type1
104583,17.85,Low Fat,Snack Foods,Supermarket Type1
104584,14.75,Low Fat,Snack Foods,Supermarket Type1
104585,18.6,Low Fat,Snack Foods,Supermarket Type1
104586,,Low Fat,Household,Supermarket Type3
104587,13.35,Regular,Canned,Supermarket Type1
104588,,Regular,Fruits and Vegetables,Supermarket Type3
104589,11.5,LF,Health and Hygiene,Supermarket Type1
104590,5.175,Low Fat,Health and Hygiene,Supermarket Type1
104591,17.35,Low Fat,Frozen Foods,Grocery Store
104592,20.35,Low Fat,Baking Goods,Supermarket Type1
104593,,Low Fat,Household,Supermarket Type3
104594,10.195,Low Fat,Frozen Foods,Supermarket Type1
104595,19.5,Low Fat,Household,Supermarket Type1
104596,5.785,Regular,Snack Foods,Supermarket Type1
104597,11.65,Regular,Baking Goods,Supermarket Type1
104598,11.5,Low Fat,Snack Foods,Supermarket Type1
104599,7.365,Low Fat,Snack Foods,Supermarket Type2
104600,20.1,LF,Dairy,Supermarket Type1
104601,18.7,Low Fat,Snack Foods,Supermarket Type1
104602,15.75,Low Fat,Baking Goods,Supermarket Type1
104603,7.905,Low Fat,Frozen Foods,Supermarket Type1
104604,6.76,Regular,Fruits and Vegetables,Supermarket Type1
104605,16.75,Low Fat,Snack Foods,Supermarket Type1
104606,11.5,Low Fat,Snack Foods,Supermarket Type1
104607,6.115,Regular,Frozen Foods,Supermarket Type1
104608,12.1,Low Fat,Household,Supermarket Type1
104609,7.865,Low Fat,Breakfast,Supermarket Type1
104610,,Regular,Snack Foods,Supermarket Type3
104611,15.7,Low Fat,Canned,Supermarket Type1
104612,21.25,Low Fat,Household,Supermarket Type1
104613,15.6,Low Fat,Snack Foods,Supermarket Type1
104614,10.895,Low Fat,Others,Supermarket Type1
104615,6.42,Low Fat,Dairy,Supermarket Type1
104616,6.89,reg,Snack Foods,Grocery Store
104617,7.07,LF,Snack Foods,Supermarket Type1
104618,20.75,Low Fat,Breakfast,Supermarket Type1
104619,9,Low Fat,Frozen Foods,Grocery Store
104620,6.4,Low Fat,Frozen Foods,Supermarket Type1
104621,,Low Fat,Household,Supermarket Type3
104622,,Regular,Seafood,Supermarket Type3
104623,8.18,Low Fat,Household,Supermarket Type1
104624,17.25,Regular,Fruits and Vegetables,Supermarket Type1
104625,19.1,Low Fat,Fruits and Vegetables,Supermarket Type1
104626,7.09,Low Fat,Baking Goods,Supermarket Type2
104627,,Regular,Fruits and Vegetables,Supermarket Type3
104628,7.17,Regular,Fruits and Vegetables,Supermarket Type1
104629,5.485,Low Fat,Health and Hygiene,Supermarket Type1
104630,20.85,Low Fat,Starchy Foods,Supermarket Type1
104631,7.02,Low Fat,Fruits and Vegetables,Grocery Store
104632,19.2,LF,Frozen Foods,Grocery Store
104633,19,Low Fat,Frozen Foods,Supermarket Type2
104634,20.5,Low Fat,Others,Supermarket Type1
104635,5.655,Low Fat,Fruits and Vegetables,Supermarket Type1
104636,18.7,Regular,Frozen Foods,Supermarket Type1
104637,14.15,LF,Soft Drinks,Supermarket Type1
104638,6.52,Low Fat,Canned,Supermarket Type1
104639,12.1,Low Fat,Soft Drinks,Supermarket Type1
104640,14.3,Low Fat,Frozen Foods,Grocery Store
104641,,Low Fat,Frozen Foods,Supermarket Type3
104642,8.185,Low Fat,Fruits and Vegetables,Supermarket Type2
104643,7.05,Regular,Breads,Supermarket Type1
104644,17.2,Regular,Fruits and Vegetables,Supermarket Type1
104645,18.35,LF,Health and Hygiene,Supermarket Type1
104646,,Regular,Baking Goods,Supermarket Type3
104647,9.5,Regular,Starchy Foods,Supermarket Type1
104648,6.26,Low Fat,Household,Supermarket Type1
104649,15,Low Fat,Health and Hygiene,Supermarket Type2
104650,13.5,Regular,Dairy,Supermarket Type1
104651,7.35,LF,Fruits and Vegetables,Supermarket Type1
104652,8.68,Low Fat,Frozen Foods,Supermarket Type1
104653,20.85,LF,Snack Foods,Grocery Store
104654,,Low Fat,Household,Grocery Store
104655,15.85,Low Fat,Soft Drinks,Supermarket Type1
104656,12.65,Low Fat,Baking Goods,Supermarket Type1
104657,19.35,Regular,Fruits and Vegetables,Supermarket Type1
104658,20.7,Regular,Dairy,Supermarket Type1
104659,14,Regular,Snack Foods,Supermarket Type1
104660,,Low Fat,Household,Grocery Store
104661,15.6,Low Fat,Dairy,Supermarket Type1
104662,17.25,low fat,Canned,Supermarket Type1
104663,,Regular,Frozen Foods,Supermarket Type3
104664,20.6,Low Fat,Fruits and Vegetables,Supermarket Type1
104665,16,Low Fat,Fruits and Vegetables,Supermarket Type2
104666,10.3,Low Fat,Baking Goods,Supermarket Type2
104667,9.1,Regular,Frozen Foods,Supermarket Type1
104668,4.805,Regular,Dairy,Supermarket Type1
104669,14.65,LF,Fruits and Vegetables,Supermarket Type1
104670,13.8,Regular,Canned,Supermarket Type1
104671,8.695,Low Fat,Household,Grocery Store
104672,20.25,Low Fat,Dairy,Grocery Store
104673,12.6,Regular,Fruits and Vegetables,Supermarket Type1
104674,,Low Fat,Soft Drinks,Grocery Store
104675,18,Low Fat,Health and Hygiene,Supermarket Type1
104676,8.1,Regular,Canned,Supermarket Type1
104677,5.735,Low Fat,Fruits and Vegetables,Supermarket Type2
104678,19.35,Low Fat,Health and Hygiene,Supermarket Type1
104679,16.2,low fat,Health and Hygiene,Supermarket Type1
104680,19.35,low fat,Meat,Supermarket Type1
104681,18,Low Fat,Frozen Foods,Supermarket Type1
104682,6.63,Regular,Snack Foods,Supermarket Type1
104683,16,Regular,Frozen Foods,Grocery Store
104684,8.895,Regular,Frozen Foods,Supermarket Type1
104685,7.71,Regular,Snack Foods,Grocery Store
104686,16.5,Regular,Baking Goods,Supermarket Type1
104687,18.2,Low Fat,Fruits and Vegetables,Supermarket Type1
104688,9.695,Regular,Snack Foods,Supermarket Type1
104689,15.75,Low Fat,Hard Drinks,Grocery Store
104690,5.78,Low Fat,Soft Drinks,Grocery Store
104691,16.1,Low Fat,Dairy,Supermarket Type1
104692,19.5,reg,Canned,Supermarket Type1
104693,5.695,Low Fat,Frozen Foods,Supermarket Type1
104694,7.59,Regular,Fruits and Vegetables,Supermarket Type1
104695,20.35,Low Fat,Household,Supermarket Type1
104696,13.3,Low Fat,Dairy,Supermarket Type1
104697,18.75,Low Fat,Health and Hygiene,Supermarket Type1
104698,20.1,Low Fat,Health and Hygiene,Supermarket Type1
104699,,Low Fat,Dairy,Supermarket Type3
104700,14.65,Low Fat,Household,Supermarket Type1
104701,11.6,Low Fat,Dairy,Supermarket Type1
104702,17.85,Low Fat,Soft Drinks,Supermarket Type1
104703,12.3,Low Fat,Baking Goods,Supermarket Type1
104704,8.895,Low Fat,Breakfast,Supermarket Type1
104705,18.7,Low Fat,Soft Drinks,Supermarket Type1
104706,7.35,Low Fat,Fruits and Vegetables,Supermarket Type1
104707,14.75,Low Fat,Health and Hygiene,Supermarket Type1
104708,7.56,Low Fat,Frozen Foods,Grocery Store
104709,18.75,Low Fat,Household,Supermarket Type1
104710,7.71,Regular,Dairy,Supermarket Type1
104711,10.195,Regular,Starchy Foods,Supermarket Type1
104712,11.1,Low Fat,Canned,Supermarket Type2
104713,6.36,Low Fat,Fruits and Vegetables,Grocery Store
104714,10.8,Low Fat,Soft Drinks,Supermarket Type2
104715,14.85,Low Fat,Fruits and Vegetables,Supermarket Type1
104716,15.7,Low Fat,Health and Hygiene,Supermarket Type1
104717,18.85,Low Fat,Health and Hygiene,Supermarket Type1
104718,,Regular,Frozen Foods,Supermarket Type3
104719,16.75,Regular,Soft Drinks,Supermarket Type2
104720,6.135,Regular,Baking Goods,Supermarket Type1
104721,14.15,Low Fat,Canned,Supermarket Type1
104722,7.27,Low Fat,Health and Hygiene,Grocery Store
104723,13.85,Regular,Breakfast,Supermarket Type1
104724,17.85,Low Fat,Meat,Supermarket Type1
104725,16,Low Fat,Starchy Foods,Supermarket Type2
104726,,reg,Canned,Grocery Store
